"visitors_pool_total","sportbad_closed","freizeitbad_closed","sauna_closed","kursbecken_closed","event","price_adult_90min","price_adult_max","price_reduced_90min","price_reduced_max","sloop_dummy","sloop_days_since_opening","school_holiday","bank_holiday","Month","Day of month","Day of week","date_time (#1)","Year","precipitation_DWD","snow_height_DWD","air_humidity_UniOS","air_pressure_UniOS","global_solar_radiation_UniOS","temperature_UniOS","wind_speed_avg_UniOS","wind_speed_max_UniOS"
879,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,12,5,7,"2009-12-05",2009,10.0,0,85.8243402777778,995.6250694444443,12.424027777777791,4.690937500000002,13.892881944444444,45.66
1162,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,12,6,1,"2009-12-06",2009,4.0,0,88.53295138888888,992.7365972222235,24.611874999999973,9.077673611111116,12.644375,39.11
467,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,12,8,3,"2009-12-08",2009,4.5,0,92.81809027777783,997.4730555555556,12.37416666666667,5.826041666666666,11.064479166666679,36.52
461,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,12,9,4,"2009-12-09",2009,12.8,0,89.3552777777778,1010.6897222222246,37.70374999999993,6.20121527777778,9.83708333333333,33.44
433,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,12,10,5,"2009-12-10",2009,9.3,0,93.25711805555562,1007.2118750000021,16.4592013888889,7.8789583333333235,11.35680555555556,34.26
1123,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,12,13,1,"2009-12-13",2009,0.0,0,85.74989583333337,1014.693819444446,39.9147222222222,0.5842013888888878,10.860729166666678,40.86
480,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,12,14,2,"2009-12-14",2009,0.0,0,82.42197916666663,1012.5809027777783,46.98496527777773,-1.1006944444444442,7.558680555555556,28.11
411,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,12,15,3,"2009-12-15",2009,0.0,0,84.48038194444437,1009.6939583333331,27.39184027777776,-1.0554861111111105,5.267256944444445,22.12
462,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,12,16,4,"2009-12-16",2009,1.0,0,81.42822916666667,1000.6703819444455,39.3339583333333,-1.8319791666666663,7.148472222222223,33.04
325,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,12,18,6,"2009-12-18",2009,1.8,2,84.06635416666671,998.8753819444462,21.24732638888888,-4.980659722222223,11.105694444444442,51.8
434,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,12,19,7,"2009-12-19",2009,0.1,8,81.32611111111113,997.6274652777779,37.874201388888835,-11.855902777777766,6.43798611111111,21.03
522,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,12,20,1,"2009-12-20",2009,3.3,7,83.97083333333336,985.5448958333347,14.77249999999998,-6.642743055555555,14.304131944444439,52.82
296,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,12,21,2,"2009-12-21",2009,0.8,9,80.3297916666667,985.4281944444452,39.915694444444426,-1.7808333333333328,14.608368055555546,45.66
328,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,12,22,3,"2009-12-22",2009,3.2,9,91.91670138888882,975.6729166666672,12.542048611111131,0.5546180555555559,10.853368055555555,40.86
483,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,1,0,12,23,4,"2009-12-23",2009,0.0,7,89.04388888888897,984.4301736111142,26.99430555555556,-0.24166666666666659,10.551562500000006,33.44
372,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,3,0,12,24,5,"2009-12-24",2009,6.8,6,89.7611888111888,982.4779370629377,39.503041958041955,-0.6653846153846154,7.728916083916083,30.53
785,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,3,3,12,26,7,"2009-12-26",2009,0.4,0,83.2482291666667,991.9841319444448,44.696979166666736,3.766284722222223,21.72486111111112,54.99
1524,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,3,0,12,27,1,"2009-12-27",2009,3.5,0,83.91635416666672,988.8803819444446,17.328194444444442,3.1106597222222216,17.429756944444446,48.09
1576,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,3,0,12,30,4,"2009-12-30",2009,10.7,3,94.6417361111111,982.0560763888914,11.155138888888889,-0.7977430555555569,10.638124999999999,35.58
392,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,3,0,12,31,5,"2009-12-31",2009,7.2,3,93.17979166666665,983.843680555558,19.03166666666667,-1.7088194444444447,7.605069444444449,24.32
379,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,3,3,1,1,6,"2010-01-01",2010,0.2,10,90.05663194444449,987.9012500000024,25.73211805555552,-2.3892361111111096,7.948055555555552,25.16
1132,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,3,0,1,2,7,"2010-01-02",2010,7.5,9,87.73593750000002,1001.9629166666712,30.308993055555543,-3.8810763888888866,5.612673611111106,16.0
1195,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,3,0,1,4,2,"2010-01-04",2010,0.3,16,88.69954703832751,1004.0634843205594,41.21989547038318,-5.126341463414636,10.616759581881531,33.85
1301,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,3,0,1,5,3,"2010-01-05",2010,1.1,15,89.58625000000002,994.5005902777783,21.07888888888887,-2.05826388888889,9.503854166666665,28.68
797,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,1,10,1,"2010-01-10",2010,1.5,15,88.69170138888892,1003.9702083333336,26.5170486111111,-1.8230208333333313,12.75913194444444,48.09
555,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,1,11,2,"2010-01-11",2010,0.6,15,89.1828819444445,1006.3873263888875,21.151701388888885,-1.2029513888888872,9.870868055555558,39.11
500,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,1,12,3,"2010-01-12",2010,0.0,14,87.43746527777785,1004.2917013888879,29.369236111111174,-4.510902777777776,8.691631944444449,30.86
530,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,1,13,4,"2010-01-13",2010,0.0,14,85.04260416666668,995.9931597222217,49.22038194444443,-5.201666666666667,13.776041666666664,44.9
678,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,1,15,6,"2010-01-15",2010,0.0,13,87.10475694444446,1010.0318055555558,15.169548611111107,0.3280902777777779,7.12402777777778,24.12
2045,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,1,17,1,"2010-01-17",2010,4.8,12,95.02269784172667,1000.1344244604317,16.612374100719414,1.390179856115107,9.24510791366906,32.28
718,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,1,18,2,"2010-01-18",2010,3.3,6,95.24934027777783,1011.2117708333335,30.130451388888964,3.1822222222222223,11.785347222222226,29.89
491,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,1,19,3,"2010-01-19",2010,1.5,0,94.92628472222219,1010.0980555555574,20.828888888888883,3.6328472222222206,6.998090277777783,24.32
559,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,1,21,5,"2010-01-21",2010,0.0,0,90.19798611111116,1011.5088194444428,28.795555555555552,-0.9549305555555551,10.078576388888896,32.66
757,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,1,22,6,"2010-01-22",2010,0.0,0,89.53739583333333,1014.9031944444458,26.41020833333331,-2.986076388888888,9.496979166666668,30.53
1496,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,1,23,7,"2010-01-23",2010,0.0,0,88.44833333333332,1013.3364583333322,34.606111111111126,-3.954166666666668,9.592256944444442,31.92
628,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,1,25,2,"2010-01-25",2010,0.0,5,84.50829861111106,1018.3474305555568,61.59826388888882,-6.584166666666669,10.709131944444442,32.66
551,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,1,26,3,"2010-01-26",2010,0.0,5,78.63659722222219,1028.6013888888874,80.82607638888882,-10.352256944444447,6.9873263888888895,30.53
496,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,1,28,5,"2010-01-28",2010,4.0,4,90.19430555555556,990.0596875000012,35.309652777777806,1.1914930555555552,14.164097222222209,38.56
741,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,1,29,6,"2010-01-29",2010,6.2,6,93.63350694444445,974.4345138888896,18.749131944444443,-0.009479166666666681,13.836597222222226,39.67
1363,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,1,30,7,"2010-01-30",2010,1.4,6,86.8474652777778,979.8554166666668,26.88381944444441,-2.095659722222221,9.714583333333342,36.04
1647,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,1,31,1,"2010-01-31",2010,0.2,7,87.9755555555556,988.0225694444458,61.638854166666675,-0.24541666666666653,17.188437500000006,42.78
1530,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,1,0,2,1,2,"2010-02-01",2010,2.1,6,86.87350694444444,994.250763888889,29.748993055555573,-0.5963888888888887,14.970138888888888,40.86
946,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,1,0,2,2,3,"2010-02-02",2010,17.5,9,92.74659722222198,992.3623263888896,18.79809027777775,-0.8359375000000001,19.57031249999998,61.32
641,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,2,4,5,"2010-02-04",2010,0.3,9,91.76427083333346,999.9957291666674,30.329340277777746,2.6956944444444466,9.282569444444452,30.2
792,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,2,5,6,"2010-02-05",2010,0.0,8,87.2593055555555,996.1687152777793,66.29034722222225,2.842187499999997,9.651874999999992,40.86
1663,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,2,6,7,"2010-02-06",2010,0.0,6,90.20881944444443,1002.0375694444423,30.63940972222224,0.6438541666666683,8.103645833333331,30.53
660,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,2,8,2,"2010-02-08",2010,0.0,5,85.10718749999997,1002.0871875000016,30.80527777777777,-5.271493055555557,11.04586805555555,36.52
506,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,2,9,3,"2010-02-09",2010,1.8,4,83.98586805555558,996.5215972222245,32.365034722222205,-5.066805555555552,8.083055555555553,30.53
448,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,2,10,4,"2010-02-10",2010,1.3,8,87.49696864111502,998.2950522648104,56.21219512195119,-5.0445993031358904,11.130383275261323,38.56
438,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,2,11,5,"2010-02-11",2010,0.0,9,84.97989583333334,1003.2831597222256,53.51197916666665,-3.6984027777777744,16.441180555555544,54.99
1229,0,0,0,0,1,4.6,7.6,2.6,4.6,0,0,0,0,2,13,7,"2010-02-13",2010,1.9,9,85.78618055555555,1006.0801388888914,38.73777777777774,-3.152465277777777,6.315451388888891,20.59
1407,0,0,0,0,1,4.6,7.6,2.6,4.6,0,0,0,0,2,14,1,"2010-02-14",2010,0.0,12,86.59885416666667,1002.5638888888859,62.67524305555558,-4.3634374999999945,6.216458333333329,22.98
1295,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,2,15,2,"2010-02-15",2010,0.1,11,83.12982638888894,996.6583333333349,104.69635416666668,-4.581215277777779,7.156527777777776,26.31
567,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,2,16,3,"2010-02-16",2010,0.0,10,75.95246527777776,990.8618750000007,125.01274305555532,-1.17704861111111,10.300243055555558,32.28
508,0,0,0,0,1,4.6,7.6,2.6,4.6,0,0,0,0,2,18,5,"2010-02-18",2010,0.7,8,88.3307986111111,983.1919444444476,29.706875,2.3640972222222225,8.621701388888892,31.92
877,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,2,19,6,"2010-02-19",2010,0.0,7,79.81510416666669,980.1400694444461,71.26659722222222,3.9634374999999946,14.167499999999997,46.44
1579,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,2,20,7,"2010-02-20",2010,2.4,2,85.72118055555558,984.1008333333361,70.5401736111111,0.884791666666666,15.676041666666672,46.44
2364,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,2,21,1,"2010-02-21",2010,0.0,2,84.195,987.1607638888898,70.8347222222223,0.6676388888888887,9.38427083333334,38.56
706,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,2,22,2,"2010-02-22",2010,10.4,0,84.4883333333333,977.5990277777785,52.284027777777716,4.737743055555556,11.337187500000006,57.35
627,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,2,24,4,"2010-02-24",2010,2.3,0,89.44118055555565,985.9421527777793,67.24461805555558,5.398923611111113,8.727743055555553,40.86
565,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,2,25,5,"2010-02-25",2010,1.6,0,83.16083333333334,981.873055555556,65.09736111111118,7.965937500000006,15.682812500000002,51.8
780,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,2,26,6,"2010-02-26",2010,5.2,0,83.21256944444445,977.9959027777784,71.90263888888893,7.613958333333329,16.24423611111111,58.61
1450,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,2,27,7,"2010-02-27",2010,0.6,0,78.50184027777783,986.8054861111133,60.1996180555557,6.071041666666666,19.318437500000012,67.58
2276,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,2,28,1,"2010-02-28",2010,17.3,0,81.28562500000001,972.4505208333334,36.229479166666714,6.060763888888885,20.82288194444443,91.08
673,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,3,1,2,"2010-03-01",2010,0.0,0,82.15795138888886,992.8845486111142,122.5326736111111,3.405451388888886,17.461875000000003,67.58
532,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,3,2,3,"2010-03-02",2010,0.0,0,78.69572916666672,1007.6035416666699,149.70597222222221,2.499930555555555,12.710972222222217,43.46
566,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,3,3,4,"2010-03-03",2010,0.0,0,78.98069444444434,1011.0137152777802,118.18968749999993,2.813993055555553,8.543402777777779,31.56
497,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,3,4,5,"2010-03-04",2010,0.0,0,73.7053125,1009.1254861111128,150.8286458333332,0.3493402777777777,6.388541666666669,40.86
701,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,3,5,6,"2010-03-05",2010,12.5,0,84.21954861111111,1010.2168749999998,135.36239583333338,-0.9876736111111101,10.916597222222224,38.56
1430,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,3,6,7,"2010-03-06",2010,0.0,10,80.01743055555556,1010.6888888888877,192.9485416666663,-1.8903125000000003,14.701597222222214,59.93
641,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,3,10,4,"2010-03-10",2010,0.0,4,78.53413194444441,1016.115625000002,208.23444444444442,-1.6845138888888895,9.924791666666668,35.58
554,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,3,11,5,"2010-03-11",2010,1.8,4,87.10736111111109,1009.2511458333342,73.54548611111109,-1.3443055555555556,10.38170138888888,31.92
2216,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,3,14,1,"2010-03-14",2010,4.0,0,86.6208680555556,1007.4270138888901,59.7069097222222,4.267847222222221,15.722500000000005,48.09
650,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,3,15,2,"2010-03-15",2010,5.9,0,87.8536111111111,1007.765243055557,67.23815972222222,3.605000000000002,14.159097222222226,42.78
570,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,3,16,3,"2010-03-16",2010,0.0,0,85.34857638888894,1012.3468055555594,109.75052083333337,3.5492013888888865,10.28149305555555,27.84
625,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,3,17,4,"2010-03-17",2010,0.0,0,69.72399305555558,1011.9718750000047,172.64503472222233,7.807083333333332,13.174340277777771,43.46
534,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,3,18,5,"2010-03-18",2010,0.0,0,58.23510416666669,1008.9570138888911,191.92211805555547,11.22274305555555,11.16701388888889,37.01
1373,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,1,0,3,20,7,"2010-03-20",2010,14.6,0,86.28552083333331,996.3348263888895,53.36559027777786,12.801284722222208,16.125659722222245,48.09
2036,0,0,0,0,1,4.6,7.6,2.6,4.6,0,0,1,0,3,21,1,"2010-03-21",2010,1.7,0,84.85965277777785,1000.6253819444462,82.3687152777777,9.496875000000003,10.100173611111108,37.01
1105,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,1,0,3,22,2,"2010-03-22",2010,0.0,0,81.20003472222226,1009.8265972222229,137.11756944444411,7.667465277777783,6.145624999999997,30.2
809,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,1,0,3,24,4,"2010-03-24",2010,0.0,0,64.17909722222221,1001.1567708333348,180.37930555555562,12.045694444444445,8.817430555555566,37.01
859,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,1,0,3,25,5,"2010-03-25",2010,0.0,0,60.66229166666665,995.2464930555564,155.23843750000012,14.904479166666654,9.713437500000005,52.82
977,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,3,0,3,27,7,"2010-03-27",2010,0.4,0,78.43777777777771,992.8500694444452,114.30336805555527,8.811562499999997,13.418055555555558,35.58
1496,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,3,0,3,30,3,"2010-03-30",2010,0.0,0,75.62638888888893,983.3141319444458,151.74784722222242,11.282951388888897,12.302430555555555,53.88
1626,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,3,0,4,1,5,"2010-04-01",2010,4.5,0,77.2957986111111,994.7094444444471,122.55597222222225,4.329722222222222,18.707638888888884,73.22
1211,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,3,3,4,2,6,"2010-04-02",2010,0.0,0,55.36805555555556,1001.3368055555555,255.11815972222212,7.476666666666674,14.698020833333329,49.87
1162,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,3,0,4,3,7,"2010-04-03",2010,2.1,0,64.38701388888886,996.4488194444457,162.75670138888864,9.321458333333332,13.052326388888886,46.44
655,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,3,0,4,4,1,"2010-04-04",2010,4.9,0,78.49795138888884,996.2609722222257,141.21097222222218,8.170833333333336,12.823125000000008,48.09
1243,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,3,3,4,5,2,"2010-04-05",2010,0.0,0,69.67836805555564,1011.7259722222257,185.7172569444445,7.969097222222223,12.3051388888889,40.26
1336,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,3,0,4,6,3,"2010-04-06",2010,0.0,0,54.954826388888925,1012.3179166666674,276.83388888888885,11.575312500000003,9.61760416666667,41.48
967,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,2,0,4,7,4,"2010-04-07",2010,0.0,0,52.05475694444439,1006.6724999999965,245.8770833333333,14.225902777777785,7.9403472222222184,33.85
1479,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,2,0,4,8,5,"2010-04-08",2010,1.9,0,78.06072916666663,1012.7736458333337,53.270312499999996,10.070312499999996,6.0785763888888935,26.07
1248,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,2,0,4,9,6,"2010-04-09",2010,0.0,0,74.8397569444444,1019.8730208333315,167.7059722222222,8.49625,7.333472222222223,28.97
1438,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,2,0,4,10,7,"2010-04-10",2010,0.0,0,75.87392361111114,1019.3214930555573,173.70222222222213,6.799340277777777,7.49315972222222,28.39
1935,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,4,11,1,"2010-04-11",2010,1.8,0,82.94340277777789,1015.6863541666701,95.09395833333329,5.126770833333335,11.349895833333337,45.66
468,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,4,13,3,"2010-04-13",2010,0.0,0,65.19899305555558,1008.1859374999988,252.75788194444456,9.180729166666673,12.513715277777779,48.09
457,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,4,15,5,"2010-04-15",2010,0.0,0,57.01392361111121,1008.3005555555584,297.1681250000001,9.205347222222223,11.031631944444433,35.58
552,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,4,21,4,"2010-04-21",2010,0.3,0,62.56496527777772,1004.7832638888896,253.02503472222236,6.120868055555554,14.239583333333327,56.14
444,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,4,22,5,"2010-04-22",2010,0.0,0,59.8899305555556,1006.2382986111115,299.80055555555543,7.270868055555557,7.450694444444447,27.84
529,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,4,23,6,"2010-04-23",2010,0.0,0,54.30364583333335,1005.6224999999979,319.48805555555543,9.29295138888889,4.458125000000001,24.32
795,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,4,24,7,"2010-04-24",2010,0.0,0,47.97673611111108,1009.4497222222269,301.7569097222224,12.036319444444434,6.547743055555555,28.39
1046,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,4,25,1,"2010-04-25",2010,1.9,0,46.27625000000001,1009.8007291666656,286.3527083333332,17.153333333333325,7.142743055555554,39.67
595,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,4,26,2,"2010-04-26",2010,7.0,0,78.87631944444439,1010.8473958333345,116.78177083333334,12.645833333333337,11.477083333333342,41.48
572,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,4,27,3,"2010-04-27",2010,0.0,0,73.59621527777784,1015.6244444444469,196.96263888888896,12.76989583333333,6.289687500000003,26.55
541,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,4,28,4,"2010-04-28",2010,0.0,0,61.362743055555484,1013.116041666668,281.19517361111116,15.399479166666667,6.15475694444444,29.27
449,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,4,29,5,"2010-04-29",2010,1.9,0,50.48059027777775,1001.3204166666682,231.67444444444448,19.835243055555555,9.41680555555555,33.04
1133,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,3,5,1,7,"2010-05-01",2010,0.8,0,75.39906250000001,998.1205208333346,247.24986111111104,11.174965277777776,12.257048611111099,54.99
1564,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,5,2,1,"2010-05-02",2010,0.8,0,85.16965277777786,998.5746180555566,125.41930555555544,9.212013888888896,10.174027777777777,49.87
414,0,1,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,5,3,2,"2010-05-03",2010,5.0,0,87.01996527777776,999.8679513888898,88.40684027777783,8.444652777777781,5.883020833333335,20.59
347,0,1,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,5,4,3,"2010-05-04",2010,0.0,0,73.11971929824561,1009.2030877192997,236.80421052631584,7.417964912280697,9.49301754385965,42.12
264,0,1,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,5,6,5,"2010-05-06",2010,13.9,0,81.01152777777776,996.5216666666687,111.80201388888888,6.333437499999999,16.24482638888889,53.88
357,0,1,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,5,7,6,"2010-05-07",2010,2.9,0,91.48968749999997,994.8235069444454,61.6332291666666,5.823333333333334,6.476944444444447,39.11
463,0,1,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,5,8,7,"2010-05-08",2010,0.0,0,85.23204861111114,998.0416666666674,98.39170138888893,8.071006944444443,4.912673611111111,23.72
497,0,1,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,5,9,1,"2010-05-09",2010,0.0,0,81.87027777777782,998.2293402777785,193.0540624999998,9.640833333333331,4.638645833333334,28.39
402,0,1,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,5,10,2,"2010-05-10",2010,0.0,0,67.84750000000003,998.4061805555583,152.05527777777763,7.771250000000003,7.736840277777777,26.07
244,0,1,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,5,12,4,"2010-05-12",2010,2.4,0,91.91520833333335,995.2298958333348,55.37975694444444,6.518888888888883,9.493541666666667,35.58
1154,0,1,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,5,15,7,"2010-05-15",2010,1.0,0,76.96246527777781,1000.0405208333345,124.96572916666643,7.998472222222223,8.55583333333333,26.07
1311,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,5,16,1,"2010-05-16",2010,0.0,0,64.70684027777777,1001.6373958333321,288.165,11.448645833333332,13.413611111111102,44.17
465,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,5,18,3,"2010-05-18",2010,0.0,0,72.01131944444445,1014.5481597222245,212.5151736111109,9.605381944444446,10.329166666666659,38.56
444,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,5,19,4,"2010-05-19",2010,0.0,0,66.9500694444444,1014.3528819444493,162.41982638888885,10.836909722222215,11.892118055555551,45.66
542,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,5,21,6,"2010-05-21",2010,0.0,0,63.821006944444484,1017.4524305555564,349.35958333333315,15.44753472222222,6.339548611111109,30.86
837,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,5,22,7,"2010-05-22",2010,0.0,0,75.55003472222222,1014.7658680555537,276.0560416666667,14.677638888888882,7.972812499999997,28.68
1689,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,3,5,24,2,"2010-05-24",2010,0.0,0,69.46427083333333,1001.0886458333326,309.275625,17.512604166666662,13.908819444444454,62.77
509,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,5,28,6,"2010-05-28",2010,0.0,0,65.27618055555557,1001.051979166667,309.68420138888894,13.783923611111113,8.83090277777778,44.9
591,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,5,31,2,"2010-05-31",2010,1.9,0,92.07656250000004,999.3047916666679,80.41767361111106,10.618680555555551,9.246041666666663,31.21
544,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,6,1,3,"2010-06-01",2010,0.0,0,70.6751736111111,1003.8455208333331,321.0823958333333,14.980902777777768,8.180763888888887,32.66
511,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,6,2,4,"2010-06-02",2010,0.0,0,70.05517361111112,1006.4575694444497,259.53076388888917,14.772534722222218,9.525763888888894,38.03
891,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,2,6,3,5,"2010-06-03",2010,0.0,0,60.413958333333284,1009.9721527777791,399.64468749999963,16.830069444444447,10.462847222222223,39.67
893,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,6,4,6,"2010-06-04",2010,0.0,0,60.46149305555554,1010.0808680555565,393.4663541666662,17.429236111111106,6.340624999999999,26.8
1691,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,6,5,7,"2010-06-05",2010,0.0,0,58.98416666666664,1008.611041666666,374.8545138888884,19.600173611111117,6.194618055555548,22.12
2588,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,6,6,1,"2010-06-06",2010,1.1,0,56.96236111111107,1000.6695486111134,313.51048611111105,21.77687500000003,7.000833333333331,37.51
591,0,0,0,0,0,4.6,7.6,2.6,4.6,0,0,0,0,6,7,2,"2010-06-07",2010,0.0,0,76.13704861111113,998.2470138888898,164.9663194444445,16.456770833333323,14.293055555555563,64.29
